Path,L1Path,L1Prescale(1e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(1e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_Rsq0p02_MR300_TriPFJet80_60_40_DoublePFBTagCSV0p7_Mbb60_200,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60, 1|1|1|1|1|1|1|1|1|1|1|1,1,1,4.03,+/-,0.02,3.77,+/-,0.23,3.77,+/-,0.23,6.48%,+/-,5.41%
HLT_IsoMu16_eta2p1_MET30,L1_Mu14er_ETM30 OR L1_Mu10er_ETM30,1 | 1,L1_Mu10er_ETM30 OR L1_Mu14er_ETM30, 1|1,1,1,3.71,+/-,0.02,3.43,+/-,0.22,3.43,+/-,0.22,7.49%,+/-,5.56%
HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg,L1_DoubleIsoTau28er,1,L1_DoubleIsoTau28er OR L1_DoubleIsoTau32er OR L1_DoubleIsoTau36er OR L1_DoubleIsoTau40er OR L1_DoubleTauJet40er, 1|1|1|1|1,1,1,3.58,+/-,0.02,3.66,+/-,0.23,3.66,+/-,0.23,2.08%,+/-,6.15%
HLT_Mu8_TrkIsoVVL_Ele17_CaloIdL_TrackIdL_IsoVL,L1_Mu5_EG15,1,L1_Mu5_EG15, 1,1,1,3.49,+/-,0.02,3.54,+/-,0.23,3.54,+/-,0.23,1.41%,+/-,6.29%
HLT_Dimuon0_Phi_Barrel,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 30,L1_DoubleMu0_Eta1p6_WdEta18, 1,1,1,3.48,+/-,0.02,3.64,+/-,0.23,3.64,+/-,0.23,4.46%,+/-,6.01%
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80,L1_ETM50 OR L1_ETM60 OR L1_ETM70,1 | 1 | 1,L1_ETM50 OR L1_ETM60 OR L1_ETM70, 1|1|1,1,1,3.46,+/-,0.02,3.10,+/-,0.21,3.10,+/-,0.21,10.35%,+/-,5.49%
HLT_MonoCentralPFJet80_PFMETNoMu90_JetIdCleaned_PFMHTNoMu90_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,3.41,+/-,0.02,3.54,+/-,0.23,3.54,+/-,0.23,3.79%,+/-,6.14%
HLT_MonoCentralPFJet80_PFMETNoMu90_PFMHTNoMu90_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,3.41,+/-,0.02,3.54,+/-,0.23,3.54,+/-,0.23,3.79%,+/-,6.14%
HLT_Mu27_TkMu8,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,3.39,+/-,0.02,3.20,+/-,0.21,3.20,+/-,0.21,5.66%,+/-,5.98%
HLT_PFJet320,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,3,3,3.38,+/-,0.02,9.73,+/-,0.37,3.24,+/-,0.12,4.04%,+/-,3.58%
HLT_Ele27_eta2p1_WPLoose_Gsf_LooseIsoPFTau20,L1_SingleIsoEG22er,1,L1_SingleIsoEG22er OR L1_SingleEG25, 1|1,1,1,3.38,+/-,0.02,3.74,+/-,0.23,3.74,+/-,0.23,9.83%,+/-,5.60%
HLT_Ele35_CaloIdVT_GsfTrkIdT_PFJet150_PFJet50,L1_SingleEG25,1,L1_SingleEG25, 1,1,1,3.36,+/-,0.02,3.63,+/-,0.23,3.63,+/-,0.23,7.54%,+/-,5.83%
HLT_AK8PFHT700_TrimR0p1PT0p03Mass50,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,1,1,3.31,+/-,0.02,3.29,+/-,0.22,3.29,+/-,0.22,0.70%,+/-,6.53%
HLT_DiPFJetAve200,L1_SingleJet128,1,L1_SingleJet128, 1,16,16,3.30,+/-,0.02,51.54,+/-,0.86,3.22,+/-,0.05,2.39%,+/-,1.70%
HLT_PFJet400,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,3.26,+/-,0.02,3.19,+/-,0.21,3.19,+/-,0.21,2.32%,+/-,6.42%
HLT_Photon75_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,2,2,3.25,+/-,0.02,6.76,+/-,0.31,3.38,+/-,0.16,3.98%,+/-,4.46%
HLT_Ele105_CaloIdVT_GsfTrkIdT,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,3.21,+/-,0.02,3.52,+/-,0.22,3.52,+/-,0.22,8.73%,+/-,5.85%
HLT_Photon90_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,1,1,3.20,+/-,0.02,3.60,+/-,0.23,3.60,+/-,0.23,11.24%,+/-,5.62%
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu80,L1_ETM50,1,L1_ETM50, 1,1,1,3.19,+/-,0.02,3.79,+/-,0.23,3.79,+/-,0.23,15.70%,+/-,5.21%
HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,3.17,+/-,0.02,3.40,+/-,0.22,3.40,+/-,0.22,6.75%,+/-,6.07%
HLT_PFMET170,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,3.09,+/-,0.02,2.96,+/-,0.21,2.96,+/-,0.21,4.20%,+/-,6.41%
HLT_Mu55,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,3.05,+/-,0.02,3.03,+/-,0.21,3.03,+/-,0.21,0.82%,+/-,6.79%
HLT_PFMET170_HBHECleaned,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,3.05,+/-,0.02,2.93,+/-,0.20,2.93,+/-,0.20,3.90%,+/-,6.48%
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 30,L1_DoubleMu0_Eta1p6_WdEta18, 1,7,7,3.04,+/-,0.02,20.88,+/-,0.55,2.98,+/-,0.08,1.82%,+/-,2.60%
HLT_Mu16_TkMu0_dEta18_Onia,L1_SingleMu16 OR L1_SingleMu14er,1 | 50,L1_SingleMu14er OR L1_SingleMu16, 50|1,1,1,3.04,+/-,0.02,3.06,+/-,0.21,3.06,+/-,0.21,0.75%,+/-,6.82%
HLT_DiPFJetAve160_HFJEC,L1_SingleJet128,1,L1_SingleJet128, 1,3,3,3.03,+/-,0.02,9.22,+/-,0.36,3.07,+/-,0.12,1.34%,+/-,3.94%
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG20,1,L1_SingleEG20, 1,6,6,3.00,+/-,0.02,18.93,+/-,0.52,3.16,+/-,0.09,5.02%,+/-,2.68%
HLT_Activity_Ecal_SC7,L1_ZeroBias,293,L1_ZeroBias, 2500,400,400,2.97,+/-,0.02,1209.06,+/-,4.16,3.02,+/-,0.01,1.90%,+/-,0.73%
HLT_Dimuon0er16_Jpsi_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu0,1 | 1 | 30,L1_DoubleMu0_Eta1p6_WdEta18_OS, 1,7,7,2.92,+/-,0.02,19.53,+/-,0.53,2.79,+/-,0.08,4.48%,+/-,2.56%
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass95,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,2.91,+/-,0.02,2.79,+/-,0.20,2.79,+/-,0.20,4.16%,+/-,6.61%
HLT_Photon50_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,10,10,2.90,+/-,0.02,30.48,+/-,0.66,3.05,+/-,0.07,4.79%,+/-,2.16%
HLT_Dimuon8_Upsilon_Barrel,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 30,L1_DoubleMu0_Eta1p6_WdEta18, 1,1,1,2.90,+/-,0.02,2.70,+/-,0.20,2.70,+/-,0.20,6.75%,+/-,6.36%
HLT_Ele23_CaloIdL_TrackIdL_IsoVL,L1_SingleEG20,1,L1_SingleEG20, 1,200,200,2.88,+/-,0.02,578.47,+/-,2.88,2.89,+/-,0.01,0.30%,+/-,0.83%
HLT_PFHT750_4JetPt50,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,1,1,2.88,+/-,0.02,3.00,+/-,0.21,3.00,+/-,0.21,4.03%,+/-,6.65%
HLT_DiPFJetAve320,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,2,2,2.78,+/-,0.02,5.44,+/-,0.28,2.72,+/-,0.14,2.13%,+/-,4.95%
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG20,1,L1_SingleEG20, 1,18,18,2.78,+/-,0.02,50.96,+/-,0.85,2.83,+/-,0.05,1.77%,+/-,1.78%
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,2.68,+/-,0.02,2.90,+/-,0.20,2.90,+/-,0.20,7.69%,+/-,6.51%
HLT_DoubleJet90_Double30_DoubleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1|1|1|1,3,3,2.61,+/-,0.02,8.34,+/-,0.35,2.78,+/-,0.12,6.08%,+/-,3.94%
HLT_Mu7p5_Track2_Jpsi,L1_SingleMu7 OR L1_SingleMu5,25 | 20,L1_SingleMu5 OR L1_SingleMu7, 20|25,1,1,2.60,+/-,0.02,2.60,+/-,0.19,2.60,+/-,0.19,0.01%,+/-,7.45%
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,2.60,+/-,0.02,2.36,+/-,0.18,2.36,+/-,0.18,9.21%,+/-,6.46%
HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20,L1_IsoEG20er_TauJet20er_NotWdEta0,1,L1_IsoEG20er_TauJet20er_NotWdEta0, 1,1,1,2.58,+/-,0.02,2.92,+/-,0.20,2.92,+/-,0.20,11.62%,+/-,6.22%
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,2.53,+/-,0.02,2.33,+/-,0.18,2.33,+/-,0.18,8.05%,+/-,6.66%
HLT_PFJet140,L1_SingleJet92,200,L1_SingleJet92, 400,1,1,2.52,+/-,0.02,2.31,+/-,0.18,2.31,+/-,0.18,8.16%,+/-,6.67%
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,2.52,+/-,0.02,2.51,+/-,0.19,2.51,+/-,0.19,0.18%,+/-,7.54%
HLT_Diphoton30_18_Solid_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,2.50,+/-,0.02,2.34,+/-,0.18,2.34,+/-,0.18,6.43%,+/-,6.87%
HLT_VBF_DisplacedJet40_Hadronic_2PromptTrack,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,2.50,+/-,0.02,2.69,+/-,0.20,2.69,+/-,0.20,7.05%,+/-,6.81%
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,2.50,+/-,0.02,2.16,+/-,0.18,2.16,+/-,0.18,13.53%,+/-,6.13%
HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq240,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,2.41,+/-,0.02,2.69,+/-,0.20,2.69,+/-,0.20,10.31%,+/-,6.57%
HLT_MET200,L1_ETM50 OR L1_ETM60 OR L1_ETM70,1 | 1 | 1,L1_ETM50 OR L1_ETM60 OR L1_ETM70, 1|1|1,1,1,2.41,+/-,0.02,2.29,+/-,0.18,2.29,+/-,0.18,4.94%,+/-,7.18%
HLT_Mu30_TkMu11,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,2.40,+/-,0.02,2.13,+/-,0.17,2.13,+/-,0.17,11.34%,+/-,6.48%
HLT_HT400_DisplacedDijet40_Inclusive,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1|1|1,1,1,2.36,+/-,0.02,2.60,+/-,0.19,2.60,+/-,0.19,9.40%,+/-,6.75%
HLT_IsoMu17_eta2p1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,15,15,2.35,+/-,0.02,34.99,+/-,0.71,2.33,+/-,0.05,0.54%,+/-,2.13%
HLT_Ele27_eta2p1_WPLoose_Gsf_HT200,L1_HTT125 OR L1_EG25er_HTT100,1 | 1,L1_EG25er_HTT125 OR L1_HTT125 OR L1_HTT100, -1||1|1,1,1,2.32,+/-,0.02,2.60,+/-,0.19,2.60,+/-,0.19,10.65%,+/-,6.66%
HLT_Ele115_CaloIdVT_GsfTrkIdT,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,2.30,+/-,0.02,2.50,+/-,0.19,2.50,+/-,0.19,7.95%,+/-,6.99%
HLT_Mu7p5_Track3p5_Jpsi,L1_SingleMu7 OR L1_SingleMu5,25 | 20,L1_SingleMu5 OR L1_SingleMu7, 20|25,1,1,2.28,+/-,0.02,2.27,+/-,0.18,2.27,+/-,0.18,0.41%,+/-,7.90%
HLT_QuadJet45_DoubleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1,L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40, 1|1|1|1|1|1,3,3,2.27,+/-,0.02,6.77,+/-,0.31,2.26,+/-,0.10,0.41%,+/-,4.62%
HLT_L1SingleMu16,L1_SingleMu16,1,L1_SingleMu16, 1,1000,1000,2.27,+/-,0.02,2291.83,+/-,5.72,2.29,+/-,0.01,1.14%,+/-,0.78%
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30,L1_SingleEG10 OR L1_SingleEG15,1500 | 2,L1_SingleEG15 OR L1_SingleEG10, 2|1500,150,150,2.25,+/-,0.02,339.61,+/-,2.20,2.26,+/-,0.01,0.68%,+/-,0.99%
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_SingleEG30 OR L1_SingleEG25 OR L1_SingleEG20 OR L1_DoubleEG_22_10 OR L1_SingleJet200, 1|1|1|1|1|1|1,1,1,2.24,+/-,0.02,2.41,+/-,0.19,2.41,+/-,0.19,7.10%,+/-,7.18%
HLT_Dimuon20_Jpsi,L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18, 1,1,1,2.23,+/-,0.02,2.14,+/-,0.18,2.14,+/-,0.18,3.94%,+/-,7.57%
HLT_PFHT450_SixJet40,L1_HTT175,1,L1_HTT175, 1,1,1,2.23,+/-,0.02,2.21,+/-,0.18,2.21,+/-,0.18,0.61%,+/-,7.97%
HLT_DoubleMu4_3_Bs,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 30,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18, 1|1|1,1,1,2.21,+/-,0.02,2.17,+/-,0.18,2.17,+/-,0.18,1.74%,+/-,7.87%
HLT_TkMu20,L1_SingleMu16,1,L1_SingleMu16, 1,50,50,2.21,+/-,0.02,109.63,+/-,1.25,2.19,+/-,0.03,0.58%,+/-,1.36%
HLT_Mu16_eta2p1_MET30,L1_Mu14er_ETM30,1,L1_Mu14er_ETM30, 1,15,15,2.16,+/-,0.02,31.72,+/-,0.67,2.11,+/-,0.04,2.03%,+/-,2.18%
HLT_IsoMu18_CentralPFJet30_BTagCSV07,L1_SingleMu16,1,L1_SingleMu16, 1,1,1,2.06,+/-,0.02,2.06,+/-,0.17,2.06,+/-,0.17,0.10%,+/-,8.35%
HLT_PFMET100_PFMHT100_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,2.05,+/-,0.02,2.29,+/-,0.18,2.29,+/-,0.18,10.52%,+/-,7.11%
HLT_AK8PFJet360_TrimMass30,L1_SingleJet200 OR L1_SingleJet176,1 | 1,L1_SingleJet176 OR L1_SingleJet200, 1|1,1,1,2.04,+/-,0.02,2.20,+/-,0.18,2.20,+/-,0.18,7.24%,+/-,7.51%
HLT_Photon90_CaloIdL_PFHT500,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,2.00,+/-,0.02,2.03,+/-,0.17,2.03,+/-,0.17,1.23%,+/-,8.33%
HLT_Mu17_Photon22_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,2.00,+/-,0.02,1.90,+/-,0.16,1.90,+/-,0.16,4.92%,+/-,7.88%
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_15_10,1,L1_DoubleEG_15_10, 1,1,1,2.00,+/-,0.02,1.80,+/-,0.16,1.80,+/-,0.16,9.82%,+/-,7.29%
HLT_IsoTrackHB,L1_SingleJet68,150,L1_SingleJet68, 150,1,1,1.91,+/-,0.02,2.20,+/-,0.18,2.20,+/-,0.18,13.32%,+/-,7.02%
HLT_IsoMu17_eta2p1_LooseIsoPFTau20_SingleL1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,1,1,1.90,+/-,0.02,2.04,+/-,0.17,2.04,+/-,0.17,6.79%,+/-,7.83%
HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,1.85,+/-,0.02,1.91,+/-,0.17,1.91,+/-,0.17,3.44%,+/-,8.38%
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,1.84,+/-,0.02,1.80,+/-,0.16,1.80,+/-,0.16,2.29%,+/-,8.55%
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|1000|1|1|1|1,1,1,1.81,+/-,0.02,1.87,+/-,0.16,1.87,+/-,0.16,3.24%,+/-,8.49%
HLT_DiPFJetAve400,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,1,1,1.80,+/-,0.02,1.80,+/-,0.16,1.80,+/-,0.16,0.27%,+/-,8.92%
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV0p54PF,,,L1_Jet32_MuOpen_EG10_MuEGNotWdPhi3_JetMuWdPhi1, 10,1,1,1.76,+/-,0.02,1.57,+/-,0.15,1.57,+/-,0.15,10.58%,+/-,7.67%
HLT_PFJet450,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,1.76,+/-,0.02,1.74,+/-,0.16,1.74,+/-,0.16,0.70%,+/-,8.97%
