Prescale	Path	Dataset	Group		Total	HLTPhysics0	HLTPhysics1	
-1	HLT_JetE70_NoBPTX3BX_v2	EXO	OnlineMonitor,NoBPTX		13.0	5.0	8.0
-1	HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau35_Trk1_eta2p1_Reg_v7	TAU,HIG,EXO	OnlineMonitor,SingleElectron		28.0	19.0	9.0
-1	HLT_L2Mu10_NoVertex_NoBPTX_v3	EXO	OnlineMonitor,NoBPTX		5.0	0.0	5.0
-1	HLT_DiSC30_18_EIso_AND_HE_Mass70_v5	null	OnlineMonitor,Commissioning		26.0	15.0	11.0
-1	HLT_PFJet320_v7	SMP	OnlineMonitor,JetHT		22.0	14.0	8.0
-1	HLT_PFHT450_SixJet40_v5	HIG	OnlineMonitor,JetHT		20.0	7.0	13.0
-1	HLT_Mu16_TkMu0_dEta18_Onia_v3	BPH	OnlineMonitor,MuOnia		0.0	0.0	0.0
-1	HLT_AK8DiPFJet280_200_TrimMass30_BTagCSV_p20_v3	B2G PAG	OnlineMonitor,JetHT		407.0	189.0	218.0
-1	HLT_DoubleMu4_LowMassNonResonantTrk_Displaced_v5	BPH	OnlineMonitor,DoubleMuonLowMass		533.0	279.0	254.0
-1	HLT_DiPFJetAve200_v5	JME	OnlineMonitor,JetHT		7.0	4.0	3.0
-1	HLT_Ele15_IsoVVVL_PFHT350_v6	SUS	OnlineMonitor,SingleElectron		0.0	0.0	0.0
-1	HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v5	EXO	OnlineMonitor,MET		96.0	48.0	48.0
-1	HLT_IsoMu16_eta2p1_MET30_v2	HIG,TAU	OnlineMonitor,SingleMuon		429.0	212.0	217.0
-1	HLT_TripleMu_5_3_3_v2	SUS	OnlineMonitor,DoubleMuon		25.0	10.0	15.0
-1	HLT_BTagMu_DiJet40_Mu5_v3	BTV	OnlineMonitor,BTagMu		68.0	29.0	39.0
-1	HLT_PFHT250_v4	SUS	OnlineMonitor,JetHT		12.0	3.0	9.0
-1	HLT_Ele27_WPTight_Gsf_L1JetTauSeeded_v3	EGM	OnlineMonitor,SingleElectron		15.0	8.0	7.0
-1	HLT_Dimuon8_PsiPrime_Barrel_v5	BPH	OnlineMonitor,Charmonium		0.0	0.0	0.0
-1	HLT_Mu7p5_Track7_Jpsi_v3	BPH	OnlineMonitor,Charmonium		6.0	1.0	5.0
-1	HLT_Photon500_v5	PPD	OnlineMonitor,ExpressPhysics,SinglePhoton		2.0	0.0	2.0
-1	HLT_PFMETNoMu90_PFMHTNoMu90_IDTight_v5	EXO	OnlineMonitor,MET		0.0	0.0	0.0
-1	HLT_DiPFJet25_FBEta3_NoCaloMatched_v4	FSQ	OnlineMonitor,FSQJets		0.0	0.0	0.0
-1	HLT_Ele25_eta2p1_WPTight_Gsf_v6	EGM	OnlineMonitor,SingleElectron		1358.0	678.0	680.0
-1	HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_v3	MUO	OnlineMonitor,DoubleMuon		313.0	141.0	172.0
-1	HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55_v6	null	OnlineMonitor,DoubleEG		165.0	93.0	72.0
-1	HLT_PFHT600_v6	SUS	OnlineMonitor,JetHT		53.0	33.0	20.0
-1	HLT_PFHT300_PFMET110_v4	SUS,EXO	OnlineMonitor,HTMHT		77.0	39.0	38.0
-1	HLT_IsoMu24_v2	SMP,Top,Higgs ,MUO	OnlineMonitor,ExpressPhysics,SingleMuon		1501.0	732.0	769.0
-1	HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50_v7	B2G	OnlineMonitor,SingleElectron		84.0	31.0	53.0
-1	HLT_Mu33_Ele33_CaloIdL_GsfTrkIdVL_v1	EXO	OnlineMonitor,MuonEG		22.0	10.0	12.0
-1	HLT_Mu16_TkMu0_dEta18_Phi_v3	BPH	OnlineMonitor,MuOnia		0.0	0.0	0.0
-1	HLT_L1NotBptxOR_v2	null	OnlineMonitor,EmptyBX		0.0	0.0	0.0
-1	HLT_BTagMu_DiJet170_Mu5_v2	BTV	OnlineMonitor,BTagMu		65.0	29.0	36.0
-1	HLT_VBF_DisplacedJet40_Hadronic_2PromptTrack_v3	EXO	OnlineMonitor,DisplacedJet		0.0	0.0	0.0
-1	HLT_AK4PFJet50_v5	HIN	OnlineMonitor,HINPFJets		0.0	0.0	0.0
-1	HLT_IsoTkMu22_eta2p1_v3	SMP,MUO	OnlineMonitor,SingleMuon		1459.0	737.0	722.0
-1	HLT_BTagMu_DiJet70_Mu5_v3	BTV	OnlineMonitor,BTagMu		69.0	30.0	39.0
-1	HLT_DiPFJetAve80_v5	JME	OnlineMonitor,JetHT		7.0	3.0	4.0
-1	HLT_L1FatEvents_part3_v1	null	HLTPhysics3		0.0	0.0	0.0
-1	HLT_PFHT400_SixJet30_v5	HIG	OnlineMonitor,JetHT		17.0	9.0	8.0
-1	HLT_Photon50_v6	SMP	OnlineMonitor,SinglePhoton		7.0	4.0	3.0
-1	HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF_v6	HIG	OnlineMonitor,SinglePhoton		25.0	14.0	11.0
-1	HLT_IsoTrackHE_v2	null	OnlineMonitor,Commissioning		25.0	14.0	11.0
-1	HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v8	HIG	OnlineMonitor,DoubleEG		32.0	15.0	17.0
-1	HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v8	HIG	OnlineMonitor,ExpressPhysics,DoubleEG		0.0	0.0	0.0
-1	HLT_Photon175_v7	Egamma	OnlineMonitor,SinglePhoton		125.0	60.0	65.0
-1	HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v5	SUS	OnlineMonitor,DoubleEG		16.0	8.0	8.0
-1	HLT_Ele30WP60_Ele8_Mass55_v7	EGM	OnlineMonitor,DoubleEG		0.0	0.0	0.0
-1	HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL_v6	EXO	OnlineMonitor,EventDisplay,MuonEG		31.0	13.0	18.0
-1	HLT_PFMET90_PFMHT90_IDTight_v5	HIG ,Hbb	OnlineMonitor,MET		0.0	0.0	0.0
-1	HLT_VBF_DisplacedJet40_TightID_Hadronic_v3	EXO	OnlineMonitor,DisplacedJet		0.0	0.0	0.0
-1	HLT_PFJet15_NoCaloMatched_v5	FSQ	OnlineMonitor,FSQJets		0.0	0.0	0.0
-1	HLT_AK8PFJet260_v3	SMP	OnlineMonitor,JetHT		34.0	15.0	19.0
-1	HLT_Mu7p5_Track2_Upsilon_v3	BPH	OnlineMonitor,MuOnia		4.0	1.0	3.0
-1	HLT_Dimuon13_PsiPrime_v4	BPH	OnlineMonitor,Charmonium		68.0	36.0	32.0
-1	HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_v8	EXO	OnlineMonitor,DoubleEG		0.0	0.0	0.0
-1	HLT_AK8PFJet320_v3	SMP	OnlineMonitor,JetHT		25.0	13.0	12.0
-1	HLT_Mu14er_PFMET100_v3	JME,SUS	OnlineMonitor,MET		29.0	15.0	14.0
-1	HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_v3	null	OnlineMonitor,SingleMuon		1.0	1.0	0.0
-1	HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx_v4	EXO PAG	OnlineMonitor,DoubleMuon		14.0	8.0	6.0
-1	HLT_Mu16_eta2p1_MET30_v2	HIG,TAU	OnlineMonitor,SingleMuon		0.0	0.0	0.0
-1	HLT_HISinglePhoton60_v3	Egamma	OnlineMonitor,EventDisplay,HINPhoton		0.0	0.0	0.0
-1	HLT_VBF_DisplacedJet40_VTightID_Hadronic_v3	EXO	OnlineMonitor,DisplacedJet		38.0	19.0	19.0
-1	HLT_Ele30WP60_SC4_Mass55_v8	HIG	OnlineMonitor,DoubleEG		0.0	0.0	0.0
-1	HLT_ZeroBias_FirstBXAfterTrain_v1	null	OnlineMonitor,ZeroBiasFirstBunchAfterTrain		259.0	120.0	139.0
-1	HLT_Ele27_WPTight_Gsf_v6	EGM	OnlineMonitor,HLTMonitor,SingleElectron		1495.0	753.0	742.0
-1	HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_v8	HIG	OnlineMonitor,DoubleEG		11.0	6.0	5.0
-1	HLT_Mu6_PFHT200_PFMET100_v3	JME	OnlineMonitor,MET		30.0	18.0	12.0
-1	HLT_Mu15_IsoVVVL_PFHT350_PFMET50_v5	SUS	OnlineMonitor,SingleMuon		0.0	0.0	0.0
-1	HLT_DiPFJetAve15_HFJEC_v4	FSQ	OnlineMonitor,FSQJets		0.0	0.0	0.0
-1	HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_PFMET40_v7	HIG	OnlineMonitor,SinglePhoton		11.0	8.0	3.0
-1	HLT_PFHT550_4JetPt50_v4	EXO	OnlineMonitor,JetHT		17.0	6.0	11.0
-1	HLT_PFHT400_v5	SUS	OnlineMonitor,JetHT		39.0	21.0	18.0
-1	HLT_JetE50_NoBPTX3BX_v2	EXO	OnlineMonitor,NoBPTX		24.0	10.0	14.0
-1	HLT_DoubleMu3_Trk_Tau3mu_v3	BPH	OnlineMonitor,DoubleMuonLowMass		290.0	147.0	143.0
-1	HLT_DiPFJetAve260_v6	JME	OnlineMonitor,JetHT		14.0	8.0	6.0
-1	HLT_Ele15_IsoVVVL_PFHT600_v7	SUS	OnlineMonitor,SingleElectron		10.0	5.0	5.0
-1	HLT_PFJet60_v7	SMP	OnlineMonitor,JetHT		17.0	7.0	10.0
-1	HLT_L1_TripleJet_VBF_v5	HIG ,Hbb	OnlineMonitor,JetHT		18.0	7.0	11.0
-1	HLT_PFJet500_v7	SMP	OnlineMonitor,EventDisplay,JetHT		80.0	36.0	44.0
-1	HLT_Photon165_R9Id90_HE10_IsoM_v8	SMP	OnlineMonitor,SinglePhoton		20.0	9.0	11.0
-1	HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v5	B2G	OnlineMonitor,SingleElectron		177.0	83.0	94.0
-1	HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF_v6	HIG	OnlineMonitor,SinglePhoton		10.0	5.0	5.0
-1	HLT_IsoTkMu27_v6	SMP	OnlineMonitor,SingleMuon		1182.0	585.0	597.0
-1	HLT_MET600_v3	PPD,AlCa	OnlineMonitor,ExpressPhysics,MET		1.0	0.0	1.0
-1	HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40_v7	HIG	OnlineMonitor,SinglePhoton		8.0	4.0	4.0
-1	HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack_v3	EXO	OnlineMonitor,DisplacedJet		5.0	4.0	1.0
-1	HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_L1JetTauSeeded_v2	HIG	OnlineMonitor,DoubleEG		2.0	2.0	0.0
-1	HLT_Ele105_CaloIdVT_GsfTrkIdT_v7	EXO	OnlineMonitor,SingleElectron		0.0	0.0	0.0
-1	HLT_Photon90_R9Id90_HE10_IsoM_v7	SMP,SUS	OnlineMonitor,SinglePhoton		19.0	12.0	7.0
-1	HLT_HT550to650_v3	EXO	OnlineMonitor,ParkingHT550to650,ParkingScoutingMonitor		1447.0	733.0	714.0
-1	HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet140_v5	B2G	OnlineMonitor,SingleElectron		0.0	0.0	0.0
-1	HLT_DiCentralPFJet170_CFMax0p1_v3	EXO.	OnlineMonitor,JetHT		17.0	10.0	7.0
-1	HLT_PFMET400_v4	PPD	OnlineMonitor,MET		4.0	3.0	1.0
-1	HLT_DoubleJet90_Double30_TripleBTagCSV_p087_v3	HIG ,Hbb	OnlineMonitor,BTagCSV		346.0	151.0	195.0
-1	HLT_HT430to450_v3	EXO	OnlineMonitor,ParkingHT430to450,ParkingScoutingMonitor		1364.0	682.0	682.0
-1	HLT_QuadJet45_TripleBTagCSV_p087_v4	HIG ,Hbb	OnlineMonitor,BTagCSV		316.0	148.0	168.0
-1	HLT_LooseIsoPFTau50_Trk30_eta2p1_MET110_v3	null	OnlineMonitor,Tau		47.0	22.0	25.0
-1	HLT_DoubleMu4_3_Jpsi_Displaced_v5	BPH	OnlineMonitor,Charmonium		77.0	45.0	32.0
-1	HLT_IsoTkMu20_v6	SMP,MUO	OnlineMonitor,SingleMuon		0.0	0.0	0.0
-1	HLT_AK4PFJet80_v5	HIN	OnlineMonitor,HINPFJets		0.0	0.0	0.0
-1	HLT_DoublePhoton60_v6	null	OnlineMonitor,DoubleEG		73.0	38.0	35.0
-1	HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v7	TAU,HIG,EXO	OnlineMonitor,Tau		608.0	300.0	308.0
-1	HLT_Mu7p5_L2Mu2_Jpsi_v3	BPH	OnlineMonitor,Charmonium		14.0	8.0	6.0
-1	HLT_Mu3_PFJet40_v4	null	OnlineMonitor,DoubleMuon		12.0	5.0	7.0
-1	HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v7	SUS	OnlineMonitor,DoubleEG		22.0	11.0	11.0
-1	HLT_DoubleJetsC100_SingleBTagCSV_p014_v2	Higgs,Analysis	OnlineMonitor,BTagCSV		15.0	5.0	10.0
-1	HLT_Mu15_IsoVVVL_PFHT600_v6	SUS	OnlineMonitor,SingleMuon		21.0	9.0	12.0
-1	HLT_FullTracks_Multiplicity80_v2	FSQ,HIN	OnlineMonitor,HighMultiplicityEOF		0.0	0.0	0.0
-1	HLT_Ele15_IsoVVVL_BTagCSV_p067_PFHT400_v5	SUS	OnlineMonitor,SingleElectron		7.0	1.0	6.0
-1	HLT_Mu12_Photon25_CaloIdL_L1ISO_v6	HIG	OnlineMonitor,MuonEG		0.0	0.0	0.0
-1	HLT_L1FatEvents_part2_v1	null	HLTPhysics2		0.0	0.0	0.0
-1	HLT_Ele35_CaloIdVT_GsfTrkIdT_PFJet150_PFJet50_v5	B2G	OnlineMonitor,SingleElectron		0.0	0.0	0.0
-1	HLT_BTagMu_AK8Jet300_Mu5_v2	BTV	OnlineMonitor,BTagMu		66.0	30.0	36.0
-1	HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau32_Trk1_eta2p1_Reg_v6	TAU,HIG,EXO	OnlineMonitor,SingleElectron		0.0	0.0	0.0
-1	HLT_DoubleJetsC100_SingleBTagCSV_p014_SinglePFJetC350_v3	Higgs,Analysis	OnlineMonitor,BTagCSV		15.0	7.0	8.0
-1	HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v7	SUS	OnlineMonitor,DoubleEG		15.0	4.0	11.0
-1	HLT_HISinglePhoton10_v3	HIN	OnlineMonitor,HINPhoton		0.0	0.0	0.0
-1	HLT_HT350_DisplacedDijet40_DisplacedTrack_v4	EXO	OnlineMonitor,DisplacedJet		46.0	22.0	24.0
-1	HLT_HT650_v4	EXO	OnlineMonitor,ParkingHT650,ParkingScoutingMonitor		1177.0	589.0	588.0
-1	HLT_AK8PFJet360_TrimMass30_v5	B2G	OnlineMonitor,JetHT		132.0	65.0	67.0
-1	HLT_BTagMu_DiJet20_Mu5_v3	BTV	OnlineMonitor,BTagMu		56.0	29.0	27.0
-1	HLT_HT750_DisplacedDijet80_Inclusive_v4	EXO	OnlineMonitor,DisplacedJet		4.0	2.0	2.0
-1	HLT_MonoCentralPFJet80_PFMETNoMu90_PFMHTNoMu90_IDTight_v5	EXO	OnlineMonitor,MET		0.0	0.0	0.0
-1	HLT_MET200_v3	Exotica 	OnlineMonitor,MET		59.0	27.0	32.0
-1	HLT_DiPFJetAve300_HFJEC_v7	FSQ,JME	OnlineMonitor,JetHT		10.0	5.0	5.0
-1	HLT_DiCentralPFJet430_v3	EXO.	OnlineMonitor,JetHT		66.0	32.0	34.0
-1	HLT_Mu7p5_Track2_Jpsi_v3	BPH	OnlineMonitor,Charmonium		12.0	2.0	10.0
-1	HLT_Dimuon0er16_Jpsi_NoVertexing_v3	BPH	OnlineMonitor,Charmonium		0.0	0.0	0.0
-1	HLT_IsoMu21_eta2p1_MediumIsoPFTau32_Trk1_eta2p1_Reg_v3	null	OnlineMonitor,SingleMuon		14.0	4.0	10.0
-1	HLT_ZeroBias_IsolatedBunches_v3	null	OnlineMonitor,ExpressPhysics,ZeroBias		0.0	0.0	0.0
-1	HLT_PFHT300_PFMET100_v4	SUS,EXO	OnlineMonitor,HTMHT		0.0	0.0	0.0
-1	HLT_ZeroBias_FirstCollisionAfterAbortGap_copy_v1	null	OnlineMonitor,ExpressPhysics,ZeroBias		0.0	0.0	0.0
-1	HLT_Mu8_v4	SUS	OnlineMonitor,DoubleMuon		11.0	6.0	5.0
-1	HLT_PFMET170_HBHECleaned_v6	JME	OnlineMonitor,EventDisplay,MET		106.0	58.0	48.0
-1	HLT_IsoTrackHB_v2	null	OnlineMonitor,Commissioning		40.0	23.0	17.0
-1	HLT_PFMET100_PFMHT100_IDTight_v5	HIG ,Hbb	OnlineMonitor,MET		0.0	0.0	0.0
-1	HLT_Ele27_WPLoose_Gsf_WHbbBoost_v7	null	OnlineMonitor,SingleElectron		48.0	21.0	27.0
-1	HLT_HT575_v3	EXO	OnlineMonitor,DisplacedJet		13.0	10.0	3.0
-1	HLT_Mu40_TkMu11_v3	EXO	OnlineMonitor,EventDisplay,DoubleMuon		102.0	51.0	51.0
-1	HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140_v3	HIG	OnlineMonitor,HTMHT		6.0	4.0	2.0
-1	HLT_Mu15_IsoVVVL_BTagCSV_p067_PFHT400_v4	SUS	OnlineMonitor,SingleMuon		8.0	4.0	4.0
-1	HLT_Mu20_v3	SMP	OnlineMonitor,SingleMuon		14.0	8.0	6.0
-1	HLT_Photon75_v6	SMP	OnlineMonitor,SinglePhoton		13.0	1.0	12.0
-1	HLT_PFMETNoMu100_PFMHTNoMu100_IDTight_v5	EXO,SUS	OnlineMonitor,MET		0.0	0.0	0.0
-1	HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL_v5	EXO	OnlineMonitor,MuonEG		16.0	9.0	7.0
-1	HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v6	null	OnlineMonitor,DoubleEG		271.0	134.0	137.0
-1	HLT_HT200_DisplacedDijet40_DisplacedTrack_v3	EXO	OnlineMonitor,DisplacedJet		0.0	0.0	0.0
-1	HLT_VLooseIsoPFTau140_Trk50_eta2p1_v3	null	OnlineMonitor,Tau		274.0	145.0	129.0
-1	HLT_Mu7p5_L2Mu2_Upsilon_v3	BPH	OnlineMonitor,MuOnia		5.0	5.0	0.0
-1	HLT_Mu7p5_Track7_Upsilon_v3	BPH	OnlineMonitor,MuOnia		0.0	0.0	0.0
-1	HLT_IsoMu21_eta2p1_LooseIsoPFTau50_Trk30_eta2p1_SingleL1_v2	HIG,TAU. EXO	OnlineMonitor,SingleMuon		61.0	25.0	36.0
-1	HLT_IsoTkMu22_v4	SMP,MUO	OnlineMonitor,SingleMuon		1607.0	809.0	798.0
-1	HLT_L1SingleMuOpen_v3	null	OnlineMonitor,SingleMuon		0.0	0.0	0.0
-1	HLT_TkMu24_eta2p1_v5	SMP	OnlineMonitor,SingleMuon		15.0	6.0	9.0
-1	HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58_v5	SUS	OnlineMonitor,HTMHT		85.0	35.0	50.0
-1	HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v6	HIG	OnlineMonitor,MuonEG		29.0	16.0	13.0
-1	HLT_Ele24_eta2p1_WPLoose_Gsf_v6	TAU,HIG	OnlineMonitor,SingleElectron		18.0	9.0	9.0
-1	HLT_DiPFJetAve160_HFJEC_v6	FSQ,JME	OnlineMonitor,JetHT		3.0	2.0	1.0
-1	HLT_Ele32_eta2p1_WPTight_Gsf_v7	Egamma	OnlineMonitor,SingleElectron		908.0	454.0	454.0
-1	HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v4	MUO	OnlineMonitor,DoubleMuon		243.0	103.0	140.0
-1	HLT_Ele23_WPLoose_Gsf_v8	SMP,Top,Higgs 	OnlineMonitor,SingleElectron		0.0	0.0	0.0
-1	HLT_Random_v2	null	OnlineMonitor,ExpressPhysics,ZeroBias		0.0	0.0	0.0
-1	HLT_PFJet140_v6	SMP	OnlineMonitor,JetHT		17.0	4.0	13.0
-1	HLT_HT200_v3	EXO	OnlineMonitor,DisplacedJet		13.0	6.0	7.0
-1	HLT_PFMETTypeOne190_HBHE_BeamHaloCleaned_v2	JME	OnlineMonitor,MET		71.0	40.0	31.0
-1	HLT_Dimuon8_Upsilon_Barrel_v5	BPH	OnlineMonitor,MuOnia		192.0	97.0	95.0
-1	HLT_HT550_DisplacedDijet80_Inclusive_v1	EXO	OnlineMonitor,DisplacedJet		1.0	0.0	1.0
-1	HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80_v3	TAU,HIG	OnlineMonitor,Tau		0.0	0.0	0.0
-1	HLT_FullTracks_Multiplicity130_v2	FSQ,HIN	OnlineMonitor,HighMultiplicityEOF		0.0	0.0	0.0
-1	HLT_Mu27_TkMu8_v3	EXO	OnlineMonitor,DoubleMuon		1.0	1.0	0.0
-1	HLT_DoubleMu4_3_Bs_v5	null	OnlineMonitor,Charmonium		143.0	70.0	73.0
-1	HLT_DiPFJetAve220_HFJEC_v7	FSQ,JME	OnlineMonitor,JetHT		52.0	22.0	30.0
-1	HLT_DiPFJetAve60_HFJEC_v6	FSQ,JME	OnlineMonitor,JetHT		47.0	22.0	25.0
-1	HLT_PFMET120_Mu5_v4	JME	OnlineMonitor,HLTMonitor,MET		24.0	13.0	11.0
-1	HLT_MonoCentralPFJet80_PFMETNoMu100_PFMHTNoMu100_IDTight_v5	EXO	OnlineMonitor,MET		0.0	0.0	0.0
-1	HLT_QuadMuon0_Dimuon0_Upsilon_v3	BPH	OnlineMonitor,MuOnia		4.0	1.0	3.0
-1	HLT_PFMET100_PFMHT100_IDTight_BeamHaloCleaned_v2	JME	OnlineMonitor,MET		0.0	0.0	0.0
-1	HLT_L2Mu10_v2	MUO	OnlineMonitor,SingleMuon		14.0	7.0	7.0
-1	HLT_Mu50_v4	EXO,SMP,MUO	OnlineMonitor,SingleMuon		339.0	149.0	190.0
-1	HLT_MET90_IsoTrk50_v4	EXO	OnlineMonitor,MET		13.0	4.0	9.0
-1	HLT_VBF_DisplacedJet40_DisplacedTrack_v3	EXO	OnlineMonitor,DisplacedJet		55.0	25.0	30.0
