Prescale	Path	Dataset	Group		Total	HLTPhysics0	HLTPhysics1	
-1	HLT_Mu37_Ele27_CaloIdL_GsfTrkIdVL_v4	EXO	OnlineMonitor,MuonEG		19.0	10.0	9.0
-1	HLT_Mu24_eta2p1_v4	SMP,EXO	OnlineMonitor,SingleMuon		16.0	5.0	11.0
-1	HLT_HISinglePhoton20_v3	HIN	OnlineMonitor,HINPhoton		0.0	0.0	0.0
-1	HLT_PFMET110_PFMHT110_IDTight_v5	HIG ,Hbb	OnlineMonitor,MET		122.0	69.0	53.0
-1	HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v7	HIG	OnlineMonitor,MuonEG		0.0	0.0	0.0
-1	HLT_ECALHT800_v4	 	OnlineMonitor,DoubleEG		8.0	3.0	5.0
-1	HLT_BTagMu_DiJet110_Mu5_v3	BTV	OnlineMonitor,BTagMu		75.0	40.0	35.0
-1	HLT_PFHT900_v4	SUS	OnlineMonitor,JetHT		218.0	109.0	109.0
-1	HLT_DoubleMu33NoFiltersNoVtx_v3	EXO	OnlineMonitor,DoubleMuon		52.0	30.0	22.0
-1	HLT_Ele45_WPLoose_Gsf_L1JetTauSeeded_v3	EGM	OnlineMonitor,SingleElectron		23.0	14.0	9.0
-1	HLT_Ele17_CaloIdL_TrackIdL_IsoVL_PFJet30_v5	SUS	OnlineMonitor,DoubleEG		14.0	3.0	11.0
-1	HLT_ZeroBias_FirstCollisionAfterAbortGap_v3	null	OnlineMonitor,ExpressPhysics,ZeroBias		136.0	76.0	60.0
-1	HLT_Ele22_eta2p1_WPLoose_Gsf_v8	TAU,HIG	OnlineMonitor,SingleElectron		0.0	0.0	0.0
-1	HLT_L1BeamGasPlus_v2	null	OnlineMonitor,Commissioning		0.0	0.0	0.0
-1	HLT_Ele23_WPLoose_Gsf_WHbbBoost_v7	null	OnlineMonitor,SingleElectron		0.0	0.0	0.0
-1	HLT_Mu45_eta2p1_v4	EXO,SMP,MUO	OnlineMonitor,SingleMuon		0.0	0.0	0.0
-1	HLT_DoubleJetsC100_SingleBTagCSV_p026_SinglePFJetC350_v3	Higgs,Analysis	OnlineMonitor,BTagCSV		12.0	5.0	7.0
-1	HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight_v5	EXO	OnlineMonitor,MET		88.0	46.0	42.0
-1	HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v7	SUS	OnlineMonitor,DoubleEG		20.0	9.0	11.0
-1	HLT_VBF_DisplacedJet40_Hadronic_v3	EXO	OnlineMonitor,DisplacedJet		0.0	0.0	0.0
-1	HLT_Mu30_eta2p1_PFJet150_PFJet50_v3	B2G	OnlineMonitor,SingleMuon		0.0	0.0	0.0
-1	HLT_DoubleMu8_Mass8_PFHT250_v4	null	OnlineMonitor,DoubleMuon		0.0	0.0	0.0
-1	HLT_PFHT650_v6	EXO	OnlineMonitor,JetHT		15.0	9.0	6.0
-1	HLT_Ele27_WPLoose_Gsf_v6	Egamma ,Top ,SMP ,Higgs 	OnlineMonitor,SingleElectron		0.0	0.0	0.0
-1	HLT_Mu17_Mu8_DZ_v4	MUO	OnlineMonitor,DoubleMuon		12.0	7.0	5.0
-1	HLT_HT250_DisplacedDijet40_DisplacedTrack_v4	EXO	OnlineMonitor,DisplacedJet		7.0	4.0	3.0
-1	HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF_v7	HIG	OnlineMonitor,SinglePhoton		8.0	4.0	4.0
-1	HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v7	HIG	OnlineMonitor,MuonEG		203.0	100.0	103.0
-1	HLT_IsoTkMu24_v3	SMP,MUO	OnlineMonitor,SingleMuon		1388.0	689.0	699.0
-1	HLT_PFMET120_PFMHT120_IDTight_v5	null	OnlineMonitor,HLTMonitor,MET		76.0	39.0	37.0
-1	HLT_Photon90_v6	SMP	OnlineMonitor,SinglePhoton		11.0	3.0	8.0
-1	HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_PFMET40_v7	HIG	OnlineMonitor,SinglePhoton		20.0	9.0	11.0
-1	HLT_Rsq0p02_MR400_TriPFJet80_60_40_DoubleBTagCSV_p063_Mbb60_200_v1	SUS	OnlineMonitor,BTagCSV		338.0	154.0	184.0
-1	HLT_QuadJet45_DoubleBTagCSV_p087_v4	HIG ,Hbb	OnlineMonitor,BTagCSV		28.0	11.0	17.0
-1	HLT_HcalPhiSym_v3	null	OnlineMonitor,HcalNZS		0.0	0.0	0.0
-1	HLT_Ele12_CaloIdL_TrackIdL_IsoVL_v7	HIG	OnlineMonitor,DoubleEG		15.0	5.0	10.0
-1	HLT_MET75_IsoTrk50_v4	EXO	OnlineMonitor,MET		18.0	8.0	10.0
-1	HLT_L1BptxMinus_v2	null	OnlineMonitor,EmptyBX		0.0	0.0	0.0
-1	HLT_LooseIsoPFTau50_Trk30_eta2p1_MET90_v3	null	OnlineMonitor,Tau		134.0	63.0	71.0
-1	HLT_Ele12_CaloIdM_TrackIdM_PFJet30_v7	SUS	OnlineMonitor,DoubleEG		15.0	4.0	11.0
-1	HLT_MET250_v3	PPD	OnlineMonitor,MET		19.0	10.0	9.0
-1	HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1	HIG	OnlineMonitor,MuonEG		34.0	12.0	22.0
-1	HLT_Ele17_CaloIdL_TrackIdL_IsoVL_v6	HIG	OnlineMonitor,DoubleEG		10.0	2.0	8.0
-1	HLT_VLooseIsoPFTau120_Trk50_eta2p1_v3	null	OnlineMonitor,Tau		415.0	213.0	202.0
-1	HLT_Mu38NoFiltersNoVtx_Photon38_CaloIdL_v5	EXO	OnlineMonitor,MuonEG		15.0	9.0	6.0
-1	HLT_PFHT650_WideJetMJJ950DEtaJJ1p5_v6	EXO	OnlineMonitor,JetHT		91.0	45.0	46.0
-1	HLT_Mu17_Photon30_CaloIdL_L1ISO_v7	HIG	OnlineMonitor,MuonEG		94.0	44.0	50.0
-1	HLT_DiCentralPFJet330_CFMax0p5_v3	EXO.	OnlineMonitor,JetHT		89.0	45.0	44.0
-1	HLT_Ele250_CaloIdVT_GsfTrkIdT_v5	AlCa	OnlineMonitor,ExpressPhysics,SingleElectron		9.0	3.0	6.0
-1	HLT_DiPFJetAve25_HFJEC_v4	FSQ,JME	OnlineMonitor,FSQJets		0.0	0.0	0.0
-1	HLT_Mu20_Mu10_DZ_v3	Higgs	OnlineMonitor,DoubleMuon		13.0	9.0	4.0
-1	HLT_DiPFJetAve500_v6	JME	OnlineMonitor,JetHT		26.0	11.0	15.0
-1	HLT_Mu20_Mu10_SameSign_DZ_v3	Higgs	OnlineMonitor,DoubleMuon		34.0	16.0	18.0
-1	HLT_PFMET170_NotCleaned_v5	JME	OnlineMonitor,MET		13.0	9.0	4.0
-1	HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v1	HIG	OnlineMonitor,MuonEG		90.0	39.0	51.0
-1	HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15_v7	EXO long	OnlineMonitor,DoubleEG		140.0	79.0	61.0
-1	HLT_FullTracks_Multiplicity150_v2	FSQ,HIN	OnlineMonitor,HighMultiplicityEOF		0.0	0.0	0.0
-1	HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX_v2	EXO	OnlineMonitor,NoBPTX		105.0	55.0	50.0
-1	HLT_PFHT450_SixJet40_BTagCSV_p056_v3	HIG	OnlineMonitor,JetHT		169.0	79.0	90.0
-1	HLT_Mu12_Photon25_CaloIdL_L1OR_v6	HIG	OnlineMonitor,MuonEG		8.0	5.0	3.0
-1	HLT_PFHT475_v5	SUS	OnlineMonitor,JetHT		38.0	16.0	22.0
-1	HLT_Dimuon0_Phi_Barrel_v5	BPH	OnlineMonitor,MuOnia		0.0	0.0	0.0
-1	HLT_TkMu50_v3	EXO,SMP,MUO	OnlineMonitor,SingleMuon		300.0	135.0	165.0
-1	HLT_L2Mu35_NoVertex_3Sta_NoBPTX3BX_v2	EXO	OnlineMonitor,NoBPTX		122.0	62.0	60.0
-1	HLT_Photon165_HE10_v7	Egamma	OnlineMonitor,SinglePhoton		131.0	61.0	70.0
-1	HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52_v5	SUS	OnlineMonitor,HTMHT		43.0	21.0	22.0
-1	HLT_Dimuon20_Jpsi_v4	BPH	OnlineMonitor,Charmonium		155.0	79.0	76.0
-1	HLT_ZeroBias_FirstCollisionAfterAbortGap_TCDS_v1	null	OnlineMonitor,ExpressPhysics,ZeroBias		0.0	0.0	0.0
-1	HLT_Dimuon13_Upsilon_v4	BPH	OnlineMonitor,MuOnia		137.0	70.0	67.0
-1	HLT_Dimuon0_Jpsi_Muon_v4	BPH	OnlineMonitor,Charmonium		195.0	99.0	96.0
-1	HLT_AK4CaloJet40_v3	HIN	OnlineMonitor,HINCaloJets		0.0	0.0	0.0
-1	HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70_v6	null	OnlineMonitor,DoubleEG		55.0	36.0	19.0
-1	HLT_L1SingleMuOpen_DT_v3	null	OnlineMonitor,Commissioning		0.0	0.0	0.0
-1	HLT_DoubleJet90_Double30_DoubleBTagCSV_p087_v3	HIG ,Hbb	OnlineMonitor,BTagCSV		12.0	6.0	6.0
-1	HLT_PFJet40_v7	SMP	OnlineMonitor,JetHT		37.0	21.0	16.0
-1	HLT_DoubleEle33_CaloIdL_v6	EXO	OnlineMonitor,DoubleEG		1.0	1.0	0.0
-1	HLT_L2DoubleMu23_NoVertex_v4	EXO	OnlineMonitor,DoubleMuon		4.0	4.0	0.0
-1	HLT_DiPFJetAve40_v6	JME	OnlineMonitor,HLTMonitor,JetHT		5.0	2.0	3.0
-1	HLT_AK8DiPFJet250_200_TrimMass30_BTagCSV_p20_v3	B2G PAG	OnlineMonitor,JetHT		0.0	0.0	0.0
-1	HLT_PFHT200_DiPFJetAve90_PFAlphaT0p57_v5	SUS	OnlineMonitor,HTMHT		0.0	0.0	0.0
-1	HLT_QuadPFJet_BTagCSV_p016_VBF_Mqq500_v3	HIG ,Hbb	OnlineMonitor,HLTMonitor,BTagCSV		110.0	50.0	60.0
-1	HLT_DoubleIsoMu17_eta2p1_v4	TAU,HIG	OnlineMonitor,SingleMuon		71.0	34.0	37.0
-1	HLT_DoubleJetsC100_SingleBTagCSV_p026_v2	Higgs,Analysis	OnlineMonitor,BTagCSV		7.0	3.0	4.0
-1	HLT_AK4CaloJet80_v3	HIN	OnlineMonitor,HINCaloJets		0.0	0.0	0.0
-1	HLT_DoubleEle37_Ele27_CaloIdL_GsfTrkIdVL_v6	EXO	OnlineMonitor,DoubleEG		279.0	150.0	129.0
-1	HLT_IsoMu19_eta2p1_LooseIsoPFTau20_SingleL1_v3	TAU,HIG	OnlineMonitor,SingleMuon		129.0	61.0	68.0
-1	HLT_DoubleJetsC112_DoubleBTagCSV_p014_DoublePFJetsC112MaxDeta1p6_v3	Higgs,Analysis	OnlineMonitor,BTagCSV		135.0	70.0	65.0
-1	HLT_HT650_DisplacedDijet80_Inclusive_v4	EXO	OnlineMonitor,DisplacedJet		9.0	5.0	4.0
-1	HLT_HT550_DisplacedDijet40_Inclusive_v4	EXO	OnlineMonitor,DisplacedJet		0.0	0.0	0.0
-1	HLT_Photon36_v6	SMP	OnlineMonitor,SinglePhoton		10.0	6.0	4.0
-1	HLT_PFJet25_NoCaloMatched_v3	FSQ	OnlineMonitor,FSQJets		0.0	0.0	0.0
-1	HLT_HISinglePhoton40_v3	HIN	OnlineMonitor,HINPhoton		0.0	0.0	0.0
-1	HLT_DoubleIsoMu17_eta2p1_noDzCut_v2	null	OnlineMonitor,SingleMuon		73.0	35.0	38.0
-1	HLT_DiCentralPFJet170_v3	EXO.	OnlineMonitor,JetHT		9.0	6.0	3.0
-1	HLT_AK8PFHT650_TrimR0p1PT0p03Mass50_v5	B2G	OnlineMonitor,JetHT		0.0	0.0	0.0
-1	HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v6	HIG	OnlineMonitor,MuonEG		27.0	14.0	13.0
-1	HLT_GlobalRunHPDNoise_v4	null	OnlineMonitor,HcalHPDNoise		2.0	0.0	2.0
-1	HLT_PFJet200_v6	SMP	OnlineMonitor,JetHT		10.0	4.0	6.0
-1	HLT_QuadPFJet_VBF_v6	HIG ,Hbb	OnlineMonitor,HLTMonitor,JetHT		11.0	3.0	8.0
-1	HLT_PFHT125_v3	SUS	OnlineMonitor,JetHT		34.0	13.0	21.0
-1	HLT_MET300_v3	PPD	OnlineMonitor,MET		11.0	7.0	4.0
-1	HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15_v7	EXO long	OnlineMonitor,DoubleEG		17.0	9.0	8.0
-1	HLT_Mu8_TrkIsoVVL_v4	SUS,MUO	OnlineMonitor,DoubleMuon		11.0	4.0	7.0
-1	HLT_PFMET170_HBHE_BeamHaloCleaned_v2	JME	OnlineMonitor,MET		94.0	52.0	42.0
-1	HLT_IsoMu19_eta2p1_MediumIsoPFTau32_Trk1_eta2p1_Reg_v3	null	OnlineMonitor,SingleMuon		16.0	5.0	11.0
-1	HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_v4	MUO	OnlineMonitor,ExpressPhysics,DoubleMuon		180.0	85.0	95.0
-1	HLT_ZeroBias_v4	null	OnlineMonitor,ExpressPhysics,ZeroBias		131.0	62.0	69.0
-1	HLT_AK4CaloJet50_v3	HIN	OnlineMonitor,HINCaloJets		0.0	0.0	0.0
-1	HLT_PixelTracks_Multiplicity60ForEndOfFill_v2	FSQ,HIN	OnlineMonitor,HighMultiplicityEOF		0.0	0.0	0.0
-1	HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300_v8	null	OnlineMonitor,MuonEG		61.0	34.0	27.0
-1	HLT_EcalCalibration_v3	null	TestEnablesEcalHcal,TestEnablesEcalHcalDQM,EcalLaser		0.0	0.0	0.0
-1	HLT_Photon250_NoHE_v6	HIG	OnlineMonitor,SinglePhoton		79.0	34.0	45.0
-1	HLT_PFHT750_4JetPt50_v6	EXO	OnlineMonitor,JetHT		242.0	112.0	130.0
-1	HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v7	HIG	OnlineMonitor,DoubleEG		28.0	12.0	16.0
-1	HLT_HT2000_v3	PPD	OnlineMonitor,ExpressPhysics,JetHT		2.0	1.0	1.0
-1	HLT_Mu50_IsoVVVL_PFHT400_v3	SUS	OnlineMonitor,SingleMuon		35.0	17.0	18.0
-1	HLT_Ele36_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1_v1	Tau,HIG,EXO	OnlineMonitor,SingleElectron		156.0	84.0	72.0
-1	HLT_PFMET500_v4	PPD,AlCa	OnlineMonitor,ExpressPhysics,MET		1.0	0.0	1.0
-1	HLT_IsoMu27_v5	SMP	OnlineMonitor,SingleMuon		1261.0	604.0	657.0
-1	HLT_L1BeamGasMinus_v2	null	OnlineMonitor,Commissioning		0.0	0.0	0.0
-1	HLT_HcalNZS_v3	null	OnlineMonitor,HcalNZS		9.0	3.0	6.0
-1	HLT_PFMET600_v4	PPD,AlCa	OnlineMonitor,ExpressPhysics,MET		0.0	0.0	0.0
-1	HLT_DoubleMu4_PsiPrimeTrk_Displaced_v5	BPH	OnlineMonitor,Charmonium		33.0	14.0	19.0
-1	HLT_Ele15_IsoVVVL_PFHT350_PFMET50_v6	SUS	OnlineMonitor,SingleElectron		0.0	0.0	0.0
-1	HLT_IsoMu19_eta2p1_LooseIsoPFTau20_v3	TAU,HIG	OnlineMonitor,SingleMuon		103.0	45.0	58.0
-1	HLT_Mu17_Mu8_SameSign_v3	null	OnlineMonitor,DoubleMuon		103.0	41.0	62.0
-1	HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW_v9	EXO	OnlineMonitor,EventDisplay,DoubleEG		123.0	69.0	54.0
-1	HLT_Mu350_v2	PPD	OnlineMonitor,ExpressPhysics,SingleMuon		2.0	2.0	0.0
-1	HLT_Photon300_NoHE_v6	HIG	OnlineMonitor,SinglePhoton		28.0	13.0	15.0
-1	HLT_Ele35_WPLoose_Gsf_v6	EGM	OnlineMonitor,SingleElectron		0.0	0.0	0.0
-1	HLT_QuadPFJet_BTagCSV_p016_VBF_Mqq460_v3	HIG ,Hbb	OnlineMonitor,HLTMonitor,BTagCSV		0.0	0.0	0.0
-1	HLT_Photon22_R9Id90_HE10_IsoM_v6	SMP,SUS	OnlineMonitor,SinglePhoton		15.0	6.0	9.0
-1	HLT_PFHT400_SixJet30_DoubleBTagCSV_p056_v3	HIG	OnlineMonitor,JetHT		274.0	125.0	149.0
-1	HLT_Photon22_v5	SMP	OnlineMonitor,SinglePhoton		9.0	5.0	4.0
-1	HLT_Dimuon0_Upsilon_Muon_v4	BPH	OnlineMonitor,MuOnia		107.0	54.0	53.0
-1	HLT_Mu23_TrkIsoVVL_Ele8_CaloIdL_TrackIdL_IsoVL_v5	 	OnlineMonitor,MuonEG		62.0	27.0	35.0
-1	HLT_IsoTkMu18_v4	SMP,MUO	OnlineMonitor,SingleMuon		0.0	0.0	0.0
-1	HLT_Mu27_v4	SMP	OnlineMonitor,SingleMuon		14.0	7.0	7.0
-1	HLT_HT470to500_v3	EXO	OnlineMonitor,ParkingHT470to500,ParkingScoutingMonitor		1306.0	630.0	676.0
-1	HLT_L1BptxPlus_v2	null	OnlineMonitor,EmptyBX		0.0	0.0	0.0
-1	HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10_v4	EXO	OnlineMonitor,DoubleMuon		43.0	23.0	20.0
-1	HLT_L1MinimumBiasHF_AND_v2	null	OnlineMonitor,L1MinimumBias		0.0	0.0	0.0
-1	HLT_DoubleMu8_Mass8_PFHT300_v7	null	OnlineMonitor,DoubleMuon		36.0	13.0	23.0
-1	HLT_Mu30_TkMu11_v3	EXO	OnlineMonitor,DoubleMuon		183.0	91.0	92.0
-1	HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v8	TAU,HIG,EXO	OnlineMonitor,SingleElectron		27.0	18.0	9.0
-1	HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54_v5	SUS	OnlineMonitor,HTMHT		83.0	43.0	40.0
-1	HLT_Ele300_CaloIdVT_GsfTrkIdT_v5	AlCa	OnlineMonitor,ExpressPhysics,SingleElectron		5.0	2.0	3.0
-1	HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55_v6	null	OnlineMonitor,DoubleEG		214.0	120.0	94.0
-1	HLT_AK8DiPFJet250_200_TrimMass30_v3	B2G PAG	OnlineMonitor,JetHT		0.0	0.0	0.0
-1	HLT_DiPFJetAve400_v6	JME	OnlineMonitor,JetHT		35.0	19.0	16.0
-1	HLT_Ele50_IsoVVVL_PFHT400_v4	SUS	OnlineMonitor,SingleElectron		48.0	21.0	27.0
-1	HLT_TkMu27_v5	SMP	OnlineMonitor,SingleMuon		11.0	5.0	6.0
-1	HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF_v6	HIG	OnlineMonitor,SinglePhoton		7.0	5.0	2.0
-1	HLT_HT325_v3	EXO	OnlineMonitor,DisplacedJet		13.0	6.0	7.0
-1	HLT_Photon600_v5	PPD	OnlineMonitor,ExpressPhysics,SinglePhoton		0.0	0.0	0.0
-1	HLT_Mu15_IsoVVVL_PFHT350_v5	SUS	OnlineMonitor,SingleMuon		0.0	0.0	0.0
-1	HLT_L2Mu10_NoVertex_NoBPTX3BX_v2	EXO	OnlineMonitor,NoBPTX		3.0	2.0	1.0
-1	HLT_VBF_DisplacedJet40_VTightID_DisplacedTrack_v3	EXO	OnlineMonitor,DisplacedJet		10.0	5.0	5.0
-1	HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v1	HIG	OnlineMonitor,MuonEG		14.0	4.0	10.0
-1	HLT_VBF_DisplacedJet40_VVTightID_Hadronic_v3	EXO	OnlineMonitor,DisplacedJet		33.0	17.0	16.0
-1	HLT_Mu17_TrkIsoVVL_v3	MUO,SUS	OnlineMonitor,DoubleMuon		20.0	6.0	14.0
-1	HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60_v7	EXO long	OnlineMonitor,DoubleEG		4.0	2.0	2.0
-1	HLT_Dimuon16_Jpsi_v4	BPH	OnlineMonitor,Charmonium		0.0	0.0	0.0
-1	HLT_IsoMu17_eta2p1_LooseIsoPFTau20_v6	TAU,HIG	OnlineMonitor,SingleMuon		0.0	0.0	0.0
-1	HLT_L1FatEvents_part0_v1	null	HLTPhysics0		157278.0	76989.0	80289.0
-1	HLT_Mu17_Mu8_v3	MUO	OnlineMonitor,DoubleMuon		17.0	9.0	8.0
-1	HLT_HT410to430_v3	EXO	OnlineMonitor,ParkingHT410to430,ParkingScoutingMonitor		0.0	0.0	0.0
-1	HLT_IsoMu18_v3	SMP,Top,Higgs ,MUO	OnlineMonitor,SingleMuon		0.0	0.0	0.0
-1	HLT_IsoMu16_eta2p1_MET30_LooseIsoPFTau50_Trk30_eta2p1_v3	HIG,TAU. EXO	OnlineMonitor,SingleMuon		53.0	22.0	31.0
-1	HLT_Mu15_IsoVVVL_PFHT400_v3	SUS	OnlineMonitor,SingleMuon		86.0	36.0	50.0
-1	HLT_PFHT300_v5	SUS	OnlineMonitor,JetHT		26.0	14.0	12.0
-1	HLT_LooseIsoPFTau50_Trk30_eta2p1_v5	HIG,TAU,EXO	OnlineMonitor,Tau		13.0	6.0	7.0
-1	HLT_Mu7p5_Track3p5_Upsilon_v3	BPH	OnlineMonitor,MuOnia		1.0	0.0	1.0
-1	HLT_Mu23NoFiltersNoVtx_Photon23_CaloIdL_v5	EXO	OnlineMonitor,MuonEG		6.0	3.0	3.0
-1	HLT_AK8PFJet500_v3	SMP	OnlineMonitor,JetHT		102.0	47.0	55.0
-1	HLT_PFHT200_v4	SUS	OnlineMonitor,JetHT		16.0	4.0	12.0
-1	HLT_DoubleMu18NoFiltersNoVtx_v3	EXO	OnlineMonitor,DoubleMuon		5.0	4.0	1.0
-1	HLT_AK8PFJet400_v3	SMP	OnlineMonitor,JetHT		39.0	21.0	18.0
-1	HLT_QuadPFJet_BTagCSV_p016_p11_VBF_Mqq200_v3	HIG ,Hbb	OnlineMonitor,HLTMonitor,BTagCSV		0.0	0.0	0.0
